input_filename: ../../inputs/problem-21-11315-pre.txt
output_file: out.txt
21 11315 36455
5 39 811.3 801.71
8 39 21.74 268.56
16 39 628.39 390.28
0 40 749.32 255.02
1 40 -584.32 279.91
2 40 -181.84 189.16
4 40 1008.85 369.98
5 40 598.93 782.18
6 40 -239.81 172.21
7 40 341.46 397.32
10 40 -170.03 -335.69
11 40 411.18 230.32
12 40 -778.18 -436.33
13 40 -1445.9 736.33
20 40 -348.98 -140.83
0 41 1150.2 203.22
1 41 -125.03 66.76
3 41 -318.87 142.78
6 41 199.25 -1.83002
8 41 315.27 228.18
9 41 -125.59 338.8
11 41 491.58 274.25
13 41 -1024.78 705.96
0 42 640.53 72.1801
1 42 -773.62 -62.22
2 42 -232.76 -35.56
4 42 937.2 258.6
5 42 526.78 625.61
6 42 -406.63 -56.11
7 42 286.91 259.68
10 42 -207.75 -459.41
11 42 370.34 57.16
13 42 -1626.73 181.61
18 42 -445.6 -44.8
0 43 886.12 120.43
1 43 -392.67 -10.97
3 43 -464.7 88.34
4 43 1099.27 301.07
5 43 732.71 702.84
7 43 406.84 308.4
8 43 -138.18 121.48
9 43 -175.25 191.7
11 43 457.77 129.21
13 43 -1257.03 359.46
18 43 -378.55 1.17004
0 44 902.07 158.02
1 44 -367.32 55.1899
2 44 -118.36 87.84
3 44 -442.05 152.52
4 44 1110.16 323.68
5 44 742.87 734.5
6 44 -54.89 7.16998
7 44 416.31 337.79
8 44 -112.23 178.58
9 44 -165.6 229.74
10 44 -118.73 -389.22
12 44 -713.71 -489.58
13 44 -1221.68 476.48
18 44 -371.37 24.68
20 44 -313.91 -176.18
0 45 833.65 172.9
1 45 -464.61 97.26
3 45 -516.55 200.22
4 45 1063.12 327.84
5 45 679.88 733.85
6 45 -139.38 40.7
7 45 382.08 343.8
9 45 -194.94 233.49
10 45 -143.2 -384.64
11 45 443.97 171.66
12 45 -744.35 -487.21
13 45 -1325.98 508.01
20 45 -330.89 -174.39
0 46 838.31 195.08
1 46 -454.61 139.25
4 46 1066.81 341.06
5 46 681.69 751.94
7 46 385.16 360.13
10 46 -140.22 -369.34
12 46 -740.74 -470.14
13 46 -1313.57 574.96
18 46 -388.81 40.4399
20 46 -329.1 -162.39
0 47 657.09 272.71
1 47 -739.59 343.1
2 47 -227.54 202.26
4 47 949.9 374.39
5 47 520.21 779.57
7 47 295.29 404.1
9 47 -271.71 300.35
10 47 -203.75 -329.18
11 47 374.17 234.39
12 47 -817.61 -432.55
13 47 -1593.54 773.7
18 47 -441.21 69.36
20 47 -373.23 -138.14
0 48 619.4 164.81
1 48 -808.87 132.26
2 48 -251.22 73.06
3 48 -801.78 251.53
4 48 925.39 310.21
5 48 501.45 691.95
6 48 -431.04 79.36
7 48 274.77 324.99
9 48 -290.89 197.38
10 48 -218.91 -400.39
13 48 -1670.88 453.16
18 48 -454.76 6.31006
20 48 -385.2 -192.61
0 49 890.89 160.4
1 49 -385.84 61.39
3 49 -459.54 159.4
4 49 1103.15 324.85
5 49 732.76 734.47
6 49 -67.6 12.95
8 49 -131.03 183.16
0 50 1694.56 328.02
1 50 1198.72 374.45
10 50 400.14 -316.61
12 50 -151.34 -435.5
17 50 -774.64 641.3
0 51 755.31 87.14
1 51 -578.76 -50.1
3 51 -601.07 51.07
4 51 1009.45 272.19
5 51 619.58 654.21
6 51 -245.13 -54.9
0 52 897.64 182.22
1 52 -373.81 101.1
4 52 1108.22 337.76
5 52 736.87 754.03
8 52 -119.27 216.56
0 53 760.76 218.28
1 53 -567.12 206.45
2 53 -173.63 146.09
5 53 611.52 756.44
6 53 -228.88 119.86
9 53 -222.35 263.62
10 53 -165.12 -358.56
11 53 417.9 199.49
12 53 -772.39 -461.99
0 54 1100.68 305.93
1 54 -207.25 227.71
4 54 1288.47 454.68
5 54 952.32 914.14
6 54 150.26 108.68
8 54 247.42 377.12
11 54 431.57 384.48
16 54 678.19 464.24
20 54 -316.51 -55.15
0 55 1581.92 200.13
1 55 1003.27 148.22
2 55 765.84 87.63
3 55 1064.73 256.65
5 55 1195.61 822.81
6 55 862.33 65.59
7 55 913.11 337.97
8 55 840.82 246.25
16 55 973.36 358
17 55 -939.1 459.17
0 56 1585.69 479.36
1 56 706.69 533.18
2 56 565.29 440.14
3 56 601.59 623.65
12 56 -259.81 -268.96
16 56 978.07 543
0 57 1597.07 473.37
1 57 721.7 522.98
2 57 577.91 431.89
3 57 616.9 612.9
7 57 890.26 564.82
12 57 -252.76 -274.34
17 57 -1284.4 1003.56
0 58 604.29 366.34
1 58 -826.15 550.4
3 58 -820.58 699.3
4 58 918.36 425.49
5 58 468.03 842.62
7 58 268.97 470.41
8 58 -628.01 531.71
9 58 -298.16 382.98
10 58 -223.27 -270.6
11 58 350.34 311.77
12 58 -840.53 -365.89
18 58 -456.62 120.54
0 59 452.36 454.01
1 59 -1127.05 789.21
2 59 -376.54 414.29
4 59 829.87 468.27
5 59 342.19 884.56
7 59 180.27 528.3
8 59 -888.19 685.9
9 59 -396.42 450.83
10 59 -295.73 -217.04
11 59 259.24 379.85
12 59 -922.08 -311.56
18 59 -517.98 165.45
20 59 -439.2 -55.8101
0 60 1581.68 233.24
1 60 1002.04 209.15
2 60 766.43 121.54
3 60 1064.89 320.03
5 60 1193.14 848.18
6 60 860.27 110.82
8 60 839.04 297.38
12 60 -215.21 -488.2
17 60 -939.16 510.25
0 61 983.64 279.31
1 61 -298.02 235.29
6 61 40.53 122.27
16 61 625.11 430.01
0 62 748.57 373.92
1 62 -623.93 480.22
6 62 -231.36 302.28
7 62 317.22 497.82
8 62 -351.69 523.18
0 63 452.36 454.01
1 63 -1127.05 789.21
2 63 -376.54 414.29
4 63 829.87 468.27
5 63 342.19 884.56
7 63 180.27 528.3
9 63 -396.42 450.83
10 63 -295.73 -217.04
12 63 -922.08 -311.56
18 63 -517.98 165.45
20 63 -439.2 -55.8101
0 64 898.27 84.11
1 64 -374.09 -78.91
2 64 -119.95 1.03998
3 64 -446.39 14.88
4 64 1106.59 277.03
5 64 746.13 674.61
7 64 413.98 283.16
8 64 -119.65 63.72
10 64 -119.94 -437.77
11 64 466.16 99.57
12 64 -717.17 -544.24
18 64 -373.42 -18.64
20 64 -315.66 -213.65
0 65 892.79 92.1801
1 65 -383.24 -64.23
2 65 -124.66 9.5
3 65 -454.34 30.13
6 65 -67.9 -74.91
7 65 410.6 288.07
8 65 -128.54 76.96
10 65 -122.86 -433.25
11 65 462.25 105.44
12 65 -720.46 -539.68
13 65 -1243.34 277.77
18 65 -375.63 -15
0 66 913.07 94.67
1 66 -353.02 -62.43
4 66 1117.2 285.53
5 66 758.44 686.02
8 66 -94.36 79.66
0 67 785.88 89.6801
1 67 -532.02 -49.11
3 67 -563.51 51.31
4 67 1029.61 275.01
5 67 645.34 660.79
6 67 -204.34 -57.7
13 67 -1387.55 255.55
0 68 1160.38 167.93
1 68 -107.6 7.97998
3 68 -299.13 87.77
6 68 209.52 -42.17
13 68 -984.45 592.82
0 69 811.54 21.47
1 69 -496.72 -185.93
3 69 -537 -92.26
6 69 -174 -153.05
13 69 -1357.27 53
0 70 913.04 70.45
1 70 -354.82 -105.96
3 70 -431.43 -13.65
8 70 -94.48 42.44
13 70 -1210.71 218.16
0 71 917.63 73.1801
1 71 -348.84 -102.42
3 71 -427.12 -10
8 71 -86.66 46.54
13 71 -1203.32 223.83
0 72 541.73 299.67
1 72 -948.23 440.18
2 72 -289.98 225.52
4 72 880.6 382.64
5 72 425.96 780.81
7 72 236.6 417.31
9 72 -326.56 311.91
10 72 -247.18 -318.05
11 72 327.32 243.04
12 72 -869.55 -423.52
18 72 -475.93 76.97
0 73 600.28 81.3199
1 73 -849.27 -40.51
4 73 912.84 262.35
5 73 492.96 626.2
0 74 1566.99 288.5
1 74 971.84 308.37
2 74 747.97 180.73
5 74 1181.79 889.62
6 74 840.19 181.93
7 74 904.48 397.21
8 74 821.16 379.98
16 74 966.36 405.68
17 74 -960.39 601.49
0 75 531.57 335.26
1 75 -969.64 512.95
2 75 -311.64 271.06
4 75 874.47 403.9
5 75 413.9 806.49
6 75 -552.42 343.19
7 75 228.46 443.44
8 75 -756.92 487.56
9 75 -343.1 345.29
10 75 -255.77 -293.49
11 75 311.55 277.99
12 75 -883.46 -397.72
18 75 -487.55 94.54
20 75 -412.92 -116.03
0 76 553.8 361.3
1 76 -922.57 557.23
2 76 -289.97 300.63
4 76 888.5 417.79
7 76 240.74 462.47
8 76 -719.63 523.84
9 76 -325.32 370.2
10 76 -245.3 -276.79
12 76 -867.58 -377.58
0 77 530.56 370.05
1 77 -968.21 585.79
2 77 -313.92 309.87
5 77 410.21 832.74
9 77 -343.54 376.99
20 77 -409.82 -96.5
0 78 487.47 401.6
1 78 -1055.95 668.83
2 78 -339.03 350.66
5 78 371.23 849.19
7 78 204.03 491.13
8 78 -836.15 598.06
9 78 -366.25 404.2
10 78 -274.36 -250.99
11 78 288.26 335.63
12 78 -900.02 -350.03
0 79 571.1 79.4
1 79 -901.59 -35.72
3 79 -877.78 75.7
4 79 895.79 259.92
5 79 470.75 620.83
7 79 252.79 261.78
0 80 652.36 85.26
1 80 -752.02 -36.82
2 80 -221.05 -20.63
3 80 -746.87 69.59
4 80 944.62 267.24
5 80 534.83 637.78
6 80 -390.64 -39.48
7 80 292.6 270.87
9 80 -264.54 128.67
10 80 -198.45 -451.9
11 80 379.76 69.09
18 80 -437.98 -36.98
20 80 -371.46 -230.02
0 81 1581.92 200.13
1 81 1003.27 148.22
2 81 765.84 87.63
3 81 1064.73 256.65
6 81 862.33 65.59
7 81 913.11 337.97
8 81 840.82 246.25
17 81 -939.1 459.17
0 82 748.11 224.08
1 82 -589.75 219.69
2 82 -186.97 155.18
3 82 -618.08 335.28
4 82 1007.88 351.64
5 82 601.19 758.11
6 82 -244.76 128.42
7 82 338.78 376.31
10 82 -172.44 -354.71
11 82 407.67 205.06
12 82 -780.73 -457.63
13 82 -1459.38 651.04
18 82 -415.36 50.28
20 82 -351.52 -154.57
0 83 682.78 252.79
1 83 -692.81 294.37
2 83 -209.96 181
4 83 966.43 364.5
5 83 543.58 768.89
6 83 -335.56 186.42
7 83 308.84 391.69
9 83 -257.13 285.61
10 83 -192.65 -340.78
11 83 387.15 220.82
12 83 -805.14 -444.58
13 83 -1544.11 719.5
18 83 -431.54 60.78
20 83 -365.27 -145.56
0 84 650.46 256.37
1 84 -745.89 312.2
2 84 -232.46 185.9
4 84 945.42 364.8
5 84 517.43 766.54
7 84 290.86 393.18
10 84 -206.05 -338.55
11 84 369.39 223.17
12 84 -822.2 -442.44
13 84 -1606.23 732.92
20 84 -375.98 -144.71
0 85 1567.61 107.14
1 85 979.81 -21.27
2 85 751.01 -7.10998
4 85 1486.78 277.66
5 85 1192.72 752.26
8 85 821.37 104.14
12 85 -224.88 -565.73
16 85 964.82 309.9
0 86 1575.28 181.68
1 86 991.62 114.1
2 86 759.72 69.4
3 86 1050.82 220.67
5 86 1192.7 808.93
8 86 832.56 218.73
12 86 -219.64 -519.41
17 86 -948.95 431.32
0 87 569.59 172.85
1 87 -902.13 159.33
2 87 -275.58 77.86
7 87 250.37 328.54
9 87 -312.73 199.49
11 87 336.18 137.81
0 88 745.97 211.75
1 88 -595.13 196.6
2 88 -182.9 137.01
4 88 1005.84 344.85
5 88 600.54 748.54
6 88 -249.27 113.05
7 88 338.88 366.73
10 88 -172.11 -363.41
11 88 409.55 193.07
12 88 -781.11 -467.28
13 88 -1460.57 614.3
18 88 -415.85 43.0601
20 88 -351.59 -160.92
0 89 679.23 223.7
1 89 -704.55 236.99
2 89 -221.53 148.68
3 89 -715.07 357.13
4 89 963.49 347.93
5 89 544.26 746.31
6 89 -341.04 145.47
7 89 304.1 371.98
9 89 -265.16 261.54
10 89 -197.6 -358.53
11 89 380.02 196.01
12 89 -811.82 -464.18
13 89 -1572.05 639.2
18 89 -436.46 45.33
20 89 -369.69 -159.04
0 90 496.02 263.37
1 90 -1046.32 369.47
2 90 -335.92 184.35
4 90 853.64 361.43
5 90 395.17 747.63
6 90 -613.5 247.41
7 90 207.04 391.42
8 90 -820.53 372.74
9 90 -362 277.99
10 90 -273.09 -340.29
11 90 290.16 212.72
12 90 -900.39 -447.76
18 90 -499.18 57.6799
20 90 -423.13 -148.27
0 91 1539.85 298.59
1 91 915.83 323.4
2 91 718.51 192.69
3 91 968.03 434.64
5 91 1162.96 895.48
7 91 888.05 405.96
8 91 783.38 395.66
16 91 953.39 411.73
17 91 -1013.95 620.35
0 92 464.75 447.24
1 92 -1101.5 770.72
2 92 -363.87 404.21
4 92 837.47 464.42
5 92 352.2 881.84
7 92 189.26 522.25
8 92 -867.51 674.82
9 92 -386.33 444.32
10 92 -288.59 -222.57
11 92 268.51 373.29
12 92 -914.9 -318.83
18 92 -511.41 161.05
20 92 -434.13 -59.5601
0 93 1552.76 97.38
1 93 945.51 -38.8
2 93 732.49 -15.8
3 93 998.86 68
4 93 1479.43 272.15
5 93 1184.44 743.88
7 93 892.66 271.96
8 93 801.65 89.42
16 93 956.94 305.01
17 93 -991.73 303.56
0 94 1518.09 194.44
1 94 867.69 133.67
2 94 688.69 87.01
3 94 913.25 240.53
6 94 767.42 54.16
7 94 870.81 337.74
8 94 754.75 236.4
17 94 -1060.11 460.74
0 95 839.41 164.54
1 95 -453.39 81.27
2 95 -143.77 89.46
3 95 -507.12 184
4 95 1066.88 323.07
5 95 685.31 728.2
6 95 -131.02 29.04
7 95 386.14 337.92
9 95 -189.92 226
10 95 -138.76 -388.95
11 95 445.63 162.96
12 95 -739.18 -491.83
13 95 -1311.55 483.79
18 95 -388.15 22.63
20 95 -327.99 -177.97
0 96 537.13 183.05
1 96 -964.85 191.01
2 96 -301.84 89.55
4 96 876.74 317.25
5 96 434.67 693.31
6 96 -555.61 124.15
9 96 -334.25 206.37
10 96 -252.65 -391.78
11 96 316.09 143.82
12 96 -877.7 -506.79
18 96 -482.09 11.51
20 96 -408.98 -187.88
0 97 736.38 204.92
1 97 -613.33 184.55
3 97 -643.19 298.48
4 97 999.6 340.58
5 97 594.58 741.84
6 97 -262.8 104.55
7 97 332.14 361.66
9 97 -238.94 251.27
10 97 -178.05 -368.36
12 97 -787.98 -472.44
13 97 -1483.66 589.97
18 97 -419.64 39.5
20 97 -355.57 -164.59
0 98 1494.56 269.87
1 98 763.11 252.41
2 98 623.24 177.19
3 98 765.58 357.39
6 98 711 137.99
7 98 849.84 396.12
17 98 -1170.41 602.36
0 99 453.42 383.01
1 99 -1129.62 636.07
2 99 -378.13 329.34
4 99 829.84 427.56
5 99 350.68 831.42
6 99 -666.55 430.57
7 99 180 476.95
8 99 -887.42 568.96
9 99 -399.8 387.27
10 99 -297.26 -262.41
11 99 258.09 317.03
12 99 -926.46 -362.19
18 99 -518.8 124.76
20 99 -440.56 -90.58
0 100 454.49 418.37
1 100 -1124.99 714.19
2 100 -371.45 370.41
4 100 831.13 447.16
5 100 347.08 857.99
7 100 182.57 501.76
8 100 -887.59 628.36
9 100 -391.57 417.13
11 100 263.52 346.88
12 100 -920.24 -338.59
20 100 -437.34 -73.97
0 101 511.65 435.49
1 101 -1004.33 726.42
2 101 -325.29 387.25
7 101 217.58 514.96
9 101 -355.32 433.61
10 101 -265.27 -229.88
11 101 299.24 363.06
0 102 630.42 96.48
1 102 -792 -10.6
2 102 -241.38 -5.96997
3 102 -781.98 98.23
4 102 931.86 271.99
5 102 516.52 642.07
6 102 -421.81 -19.64
7 102 280.57 277.21
9 102 -282.7 138.25
10 102 -213.5 -443.58
11 102 362.9 78.53
13 102 -1648.27 255.74
18 102 -450.94 -30.93
0 103 559.68 103.25
1 103 -923.52 17.16
2 103 -282.23 -2.33002
3 103 -900.15 130.8
4 103 889.09 273.14
5 103 459.67 636.66
7 103 244.18 279.53
9 103 -317.67 137.2
10 103 -241.04 -442.03
11 103 330.97 77.53
20 103 -401.36 -225.18
0 104 747.93 115.53
1 104 -592.89 5.85998
2 104 -184.12 23.99
3 104 -617.47 109.79
4 104 1005.34 288.66
5 104 611.08 674.89
7 104 340.02 296.63
11 104 410.45 107.27
0 105 1583.72 175.69
1 105 869.27 83.49
0 106 1583.72 175.69
1 106 869.27 83.49
0 107 574.99 160.42
1 107 -890.82 134.42
2 107 -272.11 67.57
4 107 898.85 306.01
5 107 465.39 681.67
10 107 -234.04 -403.76
11 107 338.05 132.18
20 107 -396.01 -195.9
0 108 1532.16 177.59
1 108 899.03 104.95
2 108 706.43 68.55
3 108 948.24 212.17
4 108 1471.49 319.28
5 108 1167.13 802.07
7 108 880.08 325.81
8 108 774.13 211.41
12 108 -247.09 -518.57
16 108 947.12 348.05
17 108 -1031.87 431.96
0 109 542.67 164.8
1 109 -953.71 150.85
2 109 -295.18 70.12
3 109 -931.19 277.58
4 109 879.76 306.98
5 109 440.09 679.79
6 109 -549.04 96.85
9 109 -328.87 191.98
10 109 -249.22 -402.32
11 109 321.04 129.92
12 109 -875.41 -516.53
18 109 -479.55 3.15002
0 110 1587.36 240.42
1 110 1013.71 220.63
2 110 772.45 129.28
3 110 1077.51 330.85
6 110 869.15 118.5
8 110 847.7 308.64
17 110 -928.26 520.52
0 111 549.53 255.6
1 111 -936.73 342.31
2 111 -292.72 182.74
4 111 884.51 359.66
5 111 435.93 749.57
7 111 238.32 389.7
8 111 -729.14 358.36
9 111 -327.93 278.43
10 111 -247.35 -341.18
11 111 322.22 213.52
12 111 -871.38 -448.14
0 112 1598.77 300.15
1 112 1031.51 327.31
2 112 782.78 189.21
3 112 1092.72 439.14
7 112 925.01 403.61
12 112 -204.02 -446.9
17 112 -914.07 612.68
0 113 1516.86 297.33
1 113 862.64 319.41
2 113 686.69 194.67
3 113 904.96 429.57
6 113 768.44 190.37
7 113 870.92 406.37
16 113 940.81 412.89
17 113 -1063.42 624.88
0 114 1558.39 305.04
1 114 951.29 335.74
2 114 737.98 197.88
3 114 1009.04 447.02
4 114 1488.59 392.45
5 114 1174.79 901.67
7 114 899.64 408.79
8 114 808.47 405.68
17 114 -981.37 627.02
0 115 1581.74 310.06
1 115 991.79 343.5
2 115 761.26 200.05
3 115 1052.37 456.27
6 115 858.32 209.26
16 115 974.15 416.28
17 115 -945.14 629.83
0 116 1584.82 310.8
1 116 1007.15 346.69
2 116 769.06 201.04
3 116 1069.48 459.25
6 116 869.94 211.58
7 116 916.76 410.98
17 116 -932.35 630.81
0 117 474.9 455.76
1 117 -1078.98 785.28
2 117 -357.12 415.73
4 117 843.08 469.46
5 117 358.96 889.78
7 117 193.85 529.48
8 117 -848.75 686.98
10 117 -284.07 -216.09
11 117 273.57 382.16
12 117 -908.11 -311.03
18 117 -507.84 166.18
20 117 -430.92 -54.5601
0 118 500.92 476.66
1 118 -1024.32 818.67
2 118 -336.18 440.68
4 118 858.24 482.77
11 118 289.44 402.47
0 119 569.29 111.61
1 119 -903.59 32.0601
2 119 -274.44 5.09998
3 119 -882.12 145.5
4 119 894.41 278.25
5 119 465.4 644.75
7 119 250.3 284.31
10 119 -236.18 -437.63
11 119 336.85 83.45
12 119 -861.65 -555.67
18 119 -469.28 -27.38
