21 11315 36455
2 14 617.010009766 157.559997559
6 14 705.010009766 114.279998779
12 14 -283.290008545 -459.619995117
16 14 925.950012207 393.299987793
17 14 -1182.13000488 572.310119629
0 15 1592.2199707 486.899993896
1 15 715.409912109 545.219970703
3 15 610.619995117 635.619995117
6 15 743.650024414 335.980010986
16 15 981.560119629 546.729980469
0 16 1592.2199707 486.899993896
1 16 715.409912109 545.219970703
2 16 572.760009766 447.230010986
3 16 610.619995117 635.619995117
6 16 743.650024414 335.980010986
7 16 886.909912109 574.909973145
12 16 -255.830001831 -263.470001221
16 16 981.560119629 546.729980469
17 16 -1291.75 1028.63000488
0 17 463.970001221 458.220001221
1 17 -1101.97998047 791.150024414
2 17 -366.839996338 424.649993896
4 17 836.620117188 471.730010986
5 17 350.619995117 890.130004883
7 17 187.029998779 531.760009766
8 17 -867.799987793 690.609985352
9 17 -388.609985352 458.600006104
11 17 265.959991455 388.839996338
18 17 -513.260009766 168.419906616
20 17 -435.290008545 -51.4000205994
0 18 1101.10998535 296.619995117
1 18 -206.88999939 213.369995117
4 18 1288.58996582 448.649993896
5 18 953.789978027 905.569885254
6 18 150.080001831 98.6900024414
8 18 247.729995728 363.570098877
13 18 -1198.56994629 1023.26000977
16 18 678.030029297 458.880004883
0 19 1101.10998535 296.619995117
1 19 -206.88999939 213.369995117
4 19 1288.58996582 448.649993896
5 19 953.789978027 905.569885254
8 19 247.729995728 363.570098877
11 19 431.769989014 374.5
16 19 678.030029297 458.880004883
0 20 1123.83996582 172.86000061
1 20 -164.289993286 17.9199790955
4 20 1298.7800293 362.649993896
8 20 276.119995117 182.039993286
0 21 1155.68005371 149.720001221
1 21 -116.550003052 -22.5599994659
4 21 1320.77001953 347.040008545
6 21 203.229995728 -62.9299888611
8 21 321.369995117 146.479995728
9 21 -115.819900513 285.439910889
10 21 -68.7800292969 -369.950012207
12 21 -632.900024414 -447.670013428
13 21 -1005.33001709 532.599975586
16 21 712.91998291 367.279998779
0 22 1132.11999512 168.669906616
1 22 -152.25 10.7899799347
4 22 1304.22998047 359.560089111
5 22 986.169921875 797.609985352
6 22 178.850006104 -39.3200111389
8 22 288 175.86000061
12 22 -651.429992676 -431.290008545
0 23 1100.68005371 305.929901123
1 23 -207.25 227.710006714
4 23 1288.4699707 454.679901123
5 23 952.320129395 914.140014648
6 23 150.259994507 108.680000305
8 23 247.419998169 377.119995117
9 23 -184.160003662 456.989990234
11 23 431.569885254 384.480010986
13 23 -1198.43994141 1052.40002441
16 23 678.189880371 464.239990234
20 23 -316.560089111 -60.1700401306
0 24 1648.7800293 490.230010986
1 24 797.960021973 544.760009766
2 24 627.689880371 447.160003662
3 24 691.099975586 633.130004883
12 24 -221.369995117 -264.720001221
17 24 -1205.76000977 1023.60998535
0 25 854.389892578 160.320098877
1 25 -432.100006104 70.0200195312
4 25 1076.26000977 320.880004883
5 25 698.91998291 727.210021973
6 25 -112.089996338 19.6900005341
7 25 394.029998779 336.760009766
9 25 -181.949996948 225.449996948
10 25 -134.119995117 -392.069885254
12 25 -732.609985352 -493.709991455
13 25 -1286.68005371 471.890014648
20 25 -323.899993896 -178.93989563
0 26 819.210021973 181.630004883
1 26 -482.589996338 115.699996948
3 26 -528.479980469 220.13999939
4 26 1053.40002441 332.380004883
5 26 666.150024414 738.270019531
6 26 -154.339996338 53.3200111389
7 26 376.260009766 351.429901123
0 27 786.399902344 10.25
1 27 -534.690002441 -202.270004272
6 27 -210.380004883 -164.490005493
7 27 360.560089111 223.149993896
10 27 -154.970001221 -492.540008545
11 27 429.75 18.5900306702
13 27 -1390.04003906 21.9799804688
18 27 -402.899993896 -70.4300537109
0 28 800.010009766 21.9300498962
1 28 -512.020019531 -187.830001831
4 28 1037.9699707 236.43989563
0 29 814.439880371 123.010002136
1 29 -488.369995117 8.15002441406
4 29 1048.43005371 296.450012207
5 29 665.66998291 691.239990234
6 29 -168.130004883 -17.4199790955
7 29 376.149993896 305.060089111
9 29 -193.009994507 183.149993896
11 29 444.5 120.779998779
13 29 -1327.88000488 350.429901123
18 29 -391.600006104 -4.5400390625
0 30 877.659912109 164.869995117
1 30 -402.410003662 66.6599121094
3 30 -468.059997559 168.490005493
4 30 1093.54003906 327.730010986
5 30 719.560119629 736.890014648
7 30 403.029998779 337.720001221
8 30 -154.029998779 192.279998779
0 31 694.789978027 234.520004272
1 31 -673.119995117 253.179901123
2 31 -211.5 162.259994507
3 31 -687 374.060089111
4 31 972.639892578 354.919891357
5 31 556.310119629 757.090026855
6 31 -317.839996338 156.369995117
7 31 313.450012207 379.970001221
9 31 -255.61000061 271.390014648
12 31 -803.659973145 -455.399993896
13 31 -1536.94995117 669.820129395
18 31 -429.640014648 51.9599609375
0 32 694.789978027 234.520004272
1 32 -673.119995117 253.179901123
2 32 -211.5 162.259994507
3 32 -687 374.060089111
4 32 972.639892578 354.919891357
5 32 556.310119629 757.090026855
6 32 -317.839996338 156.369995117
7 32 313.450012207 379.970001221
9 32 -255.61000061 271.390014648
12 32 -803.659973145 -455.399993896
13 32 -1536.94995117 669.820129395
18 32 -429.640014648 51.9599609375
0 33 834.039978027 105.099998474
1 33 -464.930114746 -29.4499492645
4 33 1062.98999023 287.409912109
5 33 687.359985352 681.280029297
6 33 -140.240005493 -47.4099693298
7 33 381.850006104 294.450012207
10 33 -142.5 -427.920013428
11 33 440.850006104 109.370002747
12 33 -745.820007324 -536.049987793
13 33 -1332.63000488 308.810089111
20 33 -332.680114746 -207.63999939
0 34 770.479980469 119.269996643
1 34 -554.320007324 10.8400297165
2 34 -165.759994507 29.5399799347
3 34 -580.280029297 112.61000061
6 34 -223.050003052 -15.1899995804
7 34 353.680114746 300.399993896
9 34 -214.86000061 173.86000061
10 34 -159.630004883 -422.670013428
11 34 424.670013428 112.529998779
12 34 -767.950012207 -532.409973145
18 34 -405.660003662 -9.58996582031
20 34 -343.109985352 -206.119995117
0 35 899.489990234 108.849998474
1 35 -369.399993896 -34.1800498962
2 35 -116.269996643 27.2100200653
3 35 -444.339996338 59.960018158
4 35 1103.02001953 292.450012207
5 35 744.099975586 694.849975586
8 35 -119.569999695 102.300003052
9 35 -161.740005493 181.43989563
11 35 469.410003662 119.63999939
12 35 -715.390014648 -527.390014648
13 35 -1215.73999023 321.820098877
18 35 -369.899993896 -5.34997606277
20 35 -313.459991455 -202.229995728
0 36 874.979980469 111.480003357
1 36 -406.850006104 -24.7600097656
4 36 1089.14001465 293.669891357
0 37 885.770019531 216.36000061
1 37 -392.989990234 167.449996948
3 37 -468.309997559 270.239990234
4 37 1101.02001953 357.959991455
5 37 723.590026855 777.41998291
7 37 406.029998779 381.619995117
8 37 -137.320007324 268.660003662
13 37 -1256.93005371 655.33001709
18 37 -378.189910889 58.8000488281
20 37 -319.950012207 -146.960006714
0 38 660.350097656 241.419906616
1 38 -732.390014648 277.669891357
2 38 -224.259994507 166.449996948
3 38 -736.130004883 402.189910889
4 38 951.289978027 356.5
5 38 525.950012207 755.700012207
6 38 -366.980010986 174.850006104
7 38 296.959991455 382.899993896
9 38 -269.779998779 273.140014648
10 38 -201.36000061 -348.720001221
11 38 376.519989014 208.940002441
12 38 -816.969970703 -453.540008545
13 38 -1588.93005371 684.359985352
18 38 -439.829986572 53.4899902344
20 38 -372.5 -152.289993286
0 39 977.969970703 219.630004883
1 39 -278.560089111 139.570098877
4 39 1171.04003906 371.179901123
5 39 811.299987793 801.710021973
8 39 21.7399902344 268.560089111
16 39 628.390014648 390.279998779
0 40 749.320129395 255.020004272
1 40 -584.320007324 279.909912109
2 40 -181.839996338 189.160003662
4 40 1008.84997559 369.980010986
5 40 598.930114746 782.179870605
6 40 -239.809997559 172.210006714
7 40 341.459991455 397.320098877
10 40 -170.029998779 -335.689910889
11 40 411.180114746 230.320007324
12 40 -778.179992676 -436.329986572
13 40 -1445.90002441 736.33001709
20 40 -348.980010986 -140.830001831
0 41 1150.19995117 203.220001221
1 41 -125.029998779 66.7600097656
3 41 -318.869995117 142.779998779
6 41 199.25 -1.83001697063
8 41 315.269989014 228.179992676
9 41 -125.589996338 338.799987793
11 41 491.579986572 274.25
13 41 -1024.7800293 705.960021973
0 42 640.530029297 72.1800537109
1 42 -773.619995117 -62.2199707031
2 42 -232.759994507 -35.5600013733
4 42 937.200012207 258.600006104
5 42 526.780029297 625.609985352
6 42 -406.630004883 -56.1099891663
7 42 286.910003662 259.679901123
10 42 -207.75 -459.410003662
11 42 370.339996338 57.1599693298
13 42 -1626.72998047 181.61000061
18 42 -445.600006104 -44.8000488281
0 43 886.120117188 120.430099487
1 43 -392.670013428 -10.9699697495
3 43 -464.700012207 88.3400268555
4 43 1099.27001953 301.070098877
5 43 732.710021973 702.840026855
7 43 406.839996338 308.399993896
8 43 -138.179992676 121.480003357
9 43 -175.25 191.699996948
11 43 457.769989014 129.210006714
13 43 -1257.0300293 359.459991455
18 43 -378.549987793 1.17004394531
0 44 902.070129395 158.020004272
1 44 -367.319885254 55.1899414062
2 44 -118.36000061 87.8399734497
3 44 -442.049987793 152.520004272
4 44 1110.16003418 323.679901123
5 44 742.869995117 734.5
6 44 -54.8900108337 7.16998291016
7 44 416.310089111 337.790008545
8 44 -112.230003357 178.580001831
9 44 -165.600006104 229.740005493
10 44 -118.730003357 -389.220001221
12 44 -713.710021973 -489.579986572
13 44 -1221.68005371 476.480010986
18 44 -371.369995117 24.6800498962
20 44 -313.910003662 -176.180099487
0 45 833.649902344 172.899993896
1 45 -464.609985352 97.2600097656
3 45 -516.549987793 200.220001221
4 45 1063.11999512 327.840087891
5 45 679.880004883 733.849975586
6 45 -139.380004883 40.7000083923
7 45 382.079986572 343.799987793
9 45 -194.93989563 233.490005493
10 45 -143.199996948 -384.640014648
11 45 443.970001221 171.660003662
12 45 -744.349975586 -487.209991455
13 45 -1325.97998047 508.010009766
20 45 -330.890014648 -174.38999939
0 46 838.310119629 195.080093384
1 46 -454.609985352 139.25
4 46 1066.81005859 341.060089111
5 46 681.689880371 751.939880371
7 46 385.160003662 360.130004883
10 46 -140.220001221 -369.339996338
12 46 -740.739990234 -470.140014648
13 46 -1313.56994629 574.960021973
18 46 -388.810089111 40.4399414062
20 46 -329.100006104 -162.38999939
0 47 657.090087891 272.709991455
1 47 -739.590026855 343.100006104
2 47 -227.539993286 202.259994507
4 47 949.899902344 374.390014648
5 47 520.210021973 779.570129395
7 47 295.290008545 404.100006104
9 47 -271.709991455 300.350006104
10 47 -203.75 -329.180114746
11 47 374.170013428 234.38999939
12 47 -817.609985352 -432.549987793
13 47 -1593.54003906 773.700012207
18 47 -441.209991455 69.359992981
20 47 -373.230010986 -138.13999939
0 48 619.399902344 164.81010437
1 48 -808.869995117 132.259994507
2 48 -251.220001221 73.0599975586
3 48 -801.780029297 251.529998779
4 48 925.389892578 310.209991455
5 48 501.450012207 691.950012207
6 48 -431.040008545 79.359992981
7 48 274.769989014 324.989990234
9 48 -290.890014648 197.380004883
10 48 -218.910003662 -400.390014648
13 48 -1670.88000488 453.159912109
18 48 -454.760009766 6.31005907059
20 48 -385.200012207 -192.61000061
0 49 890.889892578 160.399993896
1 49 -385.839996338 61.3900108337
3 49 -459.540008545 159.399993896
4 49 1103.15002441 324.850006104
5 49 732.760009766 734.469970703
6 49 -67.5999832153 12.9500102997
8 49 -131.029998779 183.160003662
0 50 1694.56005859 328.019989014
1 50 1198.7199707 374.450012207
10 50 400.139892578 -316.609985352
12 50 -151.339996338 -435.5
17 50 -774.640014648 641.299987793
0 51 755.310119629 87.140007019
1 51 -578.760009766 -50.0999794006
3 51 -601.070007324 51.0700111389
4 51 1009.45001221 272.189910889
5 51 619.58001709 654.210021973
6 51 -245.130004883 -54.9000205994
0 52 897.639892578 182.220001221
1 52 -373.810089111 101.099998474
4 52 1108.2199707 337.760009766
5 52 736.869995117 754.030029297
8 52 -119.269996643 216.559997559
0 53 760.760009766 218.279998779
1 53 -567.119995117 206.449996948
2 53 -173.630004883 146.089996338
5 53 611.520019531 756.439880371
6 53 -228.880004883 119.86000061
9 53 -222.350006104 263.619995117
10 53 -165.119995117 -358.560089111
11 53 417.899993896 199.490005493
12 53 -772.390014648 -461.989990234
0 54 1100.68005371 305.929901123
1 54 -207.25 227.710006714
4 54 1288.4699707 454.679901123
5 54 952.320129395 914.140014648
6 54 150.259994507 108.680000305
8 54 247.419998169 377.119995117
11 54 431.569885254 384.480010986
16 54 678.189880371 464.239990234
20 54 -316.510009766 -55.1500205994
0 55 1581.92004395 200.130004883
1 55 1003.27001953 148.220001221
2 55 765.840026855 87.6299972534
3 55 1064.72998047 256.649993896
5 55 1195.60998535 822.810119629
6 55 862.33001709 65.5900268555
7 55 913.110107422 337.970001221
8 55 840.819885254 246.25
16 55 973.359985352 358
17 55 -939.099975586 459.169891357
0 56 1585.68994141 479.359985352
1 56 706.689880371 533.179870605
2 56 565.289978027 440.140014648
3 56 601.590026855 623.650024414
12 56 -259.810089111 -268.959991455
16 56 978.069885254 543
0 57 1597.06994629 473.369995117
1 57 721.700012207 522.979980469
2 57 577.909973145 431.890014648
3 57 616.900024414 612.900024414
7 57 890.260009766 564.820129395
12 57 -252.759994507 -274.339996338
17 57 -1284.40002441 1003.55999756
0 58 604.289978027 366.340087891
1 58 -826.150024414 550.400024414
3 58 -820.58001709 699.299987793
4 58 918.360107422 425.489990234
5 58 468.029998779 842.619995117
7 58 268.970001221 470.409912109
8 58 -628.010009766 531.710021973
9 58 -298.160003662 382.980010986
10 58 -223.270004272 -270.600006104
11 58 350.339996338 311.769989014
12 58 -840.530029297 -365.890014648
18 58 -456.619995117 120.540000916
0 59 452.360107422 454.010009766
1 59 -1127.05004883 789.210021973
2 59 -376.540008545 414.290008545
4 59 829.870117188 468.269989014
5 59 342.189910889 884.560119629
7 59 180.270004272 528.299987793
8 59 -888.190002441 685.900024414
9 59 -396.420013428 450.830108643
10 59 -295.730010986 -217.039993286
11 59 259.239990234 379.850006104
12 59 -922.08001709 -311.560089111
18 59 -517.979980469 165.449996948
20 59 -439.200012207 -55.8100585938
0 60 1581.68005371 233.240005493
1 60 1002.03997803 209.149993896
2 60 766.430114746 121.540000916
3 60 1064.89001465 320.029998779
5 60 1193.14001465 848.180114746
6 60 860.270019531 110.819999695
8 60 839.039978027 297.380004883
12 60 -215.210006714 -488.200012207
17 60 -939.159973145 510.25
0 61 983.639892578 279.310089111
1 61 -298.019989014 235.289993286
6 61 40.5300292969 122.269996643
16 61 625.109985352 430.010009766
0 62 748.570129395 373.919891357
1 62 -623.929992676 480.220001221
6 62 -231.36000061 302.279998779
7 62 317.220001221 497.820098877
8 62 -351.690002441 523.179870605
0 63 452.360107422 454.010009766
1 63 -1127.05004883 789.210021973
2 63 -376.540008545 414.290008545
4 63 829.870117188 468.269989014
5 63 342.189910889 884.560119629
7 63 180.270004272 528.299987793
9 63 -396.420013428 450.830108643
10 63 -295.730010986 -217.039993286
12 63 -922.08001709 -311.560089111
18 63 -517.979980469 165.449996948
20 63 -439.200012207 -55.8100585938
0 64 898.270019531 84.109992981
1 64 -374.089996338 -78.9100265503
2 64 -119.949996948 1.03997802734
3 64 -446.390014648 14.8800001144
4 64 1106.58996582 277.029998779
5 64 746.130004883 674.609985352
7 64 413.980010986 283.159912109
8 64 -119.650001526 63.7199707031
10 64 -119.939903259 -437.769989014
11 64 466.160003662 99.5700073242
12 64 -717.16998291 -544.239990234
18 64 -373.420013428 -18.6400108337
20 64 -315.660003662 -213.649993896
0 65 892.789978027 92.1800537109
1 65 -383.239990234 -64.2299804688
2 65 -124.660003662 9.5
3 65 -454.339996338 30.1299991608
6 65 -67.9000167847 -74.9099731445
7 65 410.600006104 288.070098877
8 65 -128.539993286 76.9600219727
10 65 -122.86000061 -433.25
11 65 462.25 105.440002441
12 65 -720.460021973 -539.680114746
13 65 -1243.33996582 277.769989014
18 65 -375.630004883 -15
0 66 913.070129395 94.6700363159
1 66 -353.019989014 -62.4300498962
4 66 1117.19995117 285.529998779
5 66 758.439880371 686.020019531
8 66 -94.359992981 79.6599731445
0 67 785.879882812 89.6800537109
1 67 -532.020019531 -49.1099891663
3 67 -563.510009766 51.3100013733
4 67 1029.60998535 275.010009766
5 67 645.340026855 660.789978027
6 67 -204.339996338 -57.7000083923
13 67 -1387.55004883 255.550003052
0 68 1160.38000488 167.929901123
1 68 -107.599998474 7.97997999191
3 68 -299.130004883 87.7700195312
6 68 209.520004272 -42.1699790955
13 68 -984.450012207 592.820129395
0 69 811.539978027 21.4699707031
1 69 -496.720001221 -185.930099487
3 69 -537 -92.2600097656
6 69 -174 -153.050003052
13 69 -1357.27001953 53
0 70 913.039978027 70.4499511719
1 70 -354.819885254 -105.959999084
3 70 -431.429992676 -13.6500196457
8 70 -94.4799804688 42.4399986267
13 70 -1210.70996094 218.159896851
0 71 917.629882812 73.1800537109
1 71 -348.839996338 -102.419998169
3 71 -427.119995117 -10
8 71 -86.6599731445 46.539981842
13 71 -1203.31994629 223.830093384
0 72 541.729980469 299.669891357
1 72 -948.229980469 440.179901123
2 72 -289.980010986 225.520004272
4 72 880.600097656 382.640014648
5 72 425.959991455 780.810119629
7 72 236.600006104 417.310089111
9 72 -326.560089111 311.909912109
10 72 -247.180099487 -318.049987793
11 72 327.319885254 243.039993286
12 72 -869.549987793 -423.519989014
18 72 -475.930114746 76.9699707031
0 73 600.280029297 81.3199462891
1 73 -849.270019531 -40.5100097656
4 73 912.840087891 262.350006104
5 73 492.959991455 626.200012207
0 74 1566.98999023 288.5
1 74 971.840087891 308.369995117
2 74 747.969970703 180.729995728
5 74 1181.79003906 889.619995117
6 74 840.189880371 181.929992676
7 74 904.479980469 397.209991455
8 74 821.159973145 379.980010986
16 74 966.359985352 405.679901123
17 74 -960.390014648 601.489990234
0 75 531.570129395 335.260009766
1 75 -969.640014648 512.950012207
2 75 -311.640014648 271.059997559
4 75 874.469970703 403.899993896
5 75 413.899993896 806.489990234
6 75 -552.41998291 343.189910889
7 75 228.460006714 443.439910889
8 75 -756.91998291 487.560089111
9 75 -343.100006104 345.290008545
10 75 -255.770004272 -293.489990234
11 75 311.549987793 277.989990234
12 75 -883.460021973 -397.720001221
18 75 -487.549987793 94.5400390625
20 75 -412.920013428 -116.029998779
0 76 553.799987793 361.299987793
1 76 -922.570007324 557.229980469
2 76 -289.970001221 300.630004883
4 76 888.5 417.790008545
7 76 240.740005493 462.470001221
8 76 -719.630004883 523.840026855
9 76 -325.319885254 370.200012207
10 76 -245.300003052 -276.790008545
12 76 -867.58001709 -377.579986572
0 77 530.560119629 370.049987793
1 77 -968.210021973 585.789978027
2 77 -313.920013428 309.869995117
5 77 410.209991455 832.739990234
9 77 -343.540008545 376.989990234
20 77 -409.819885254 -96.5
0 78 487.470001221 401.600006104
1 78 -1055.94995117 668.83001709
2 78 -339.029998779 350.660003662
5 78 371.230010986 849.189880371
7 78 204.029998779 491.130004883
8 78 -836.150024414 598.060119629
9 78 -366.25 404.200012207
10 78 -274.359985352 -250.990005493
11 78 288.260009766 335.630004883
12 78 -900.020019531 -350.029998779
0 79 571.100097656 79.4000167847
1 79 -901.590026855 -35.7199707031
3 79 -877.780029297 75.700012207
4 79 895.789978027 259.919891357
5 79 470.75 620.83001709
7 79 252.789993286 261.779998779
0 80 652.360107422 85.2600097656
1 80 -752.020019531 -36.8199501038
2 80 -221.050003052 -20.6299991608
3 80 -746.869995117 69.5900268555
4 80 944.620117188 267.239990234
5 80 534.83001709 637.780029297
6 80 -390.640014648 -39.4799804688
7 80 292.600006104 270.869995117
9 80 -264.540008545 128.669906616
10 80 -198.449996948 -451.899993896
11 80 379.760009766 69.0900268555
18 80 -437.980010986 -36.9799804688
20 80 -371.459991455 -230.020004272
0 81 1581.92004395 200.130004883
1 81 1003.27001953 148.220001221
2 81 765.840026855 87.6299972534
3 81 1064.72998047 256.649993896
6 81 862.33001709 65.5900268555
7 81 913.110107422 337.970001221
8 81 840.819885254 246.25
17 81 -939.099975586 459.169891357
0 82 748.110107422 224.080093384
1 82 -589.75 219.68989563
2 82 -186.970001221 155.179992676
3 82 -618.08001709 335.279998779
4 82 1007.88000488 351.640014648
5 82 601.189880371 758.109985352
6 82 -244.759994507 128.419998169
7 82 338.779998779 376.310089111
10 82 -172.43989563 -354.709991455
11 82 407.670013428 205.059997559
12 82 -780.729980469 -457.630004883
13 82 -1459.38000488 651.039978027
18 82 -415.359985352 50.2800292969
20 82 -351.519989014 -154.569900513
0 83 682.780029297 252.789993286
1 83 -692.809997559 294.369995117
2 83 -209.960006714 181
4 83 966.429870605 364.5
5 83 543.58001709 768.890014648
6 83 -335.559997559 186.419998169
7 83 308.839996338 391.689910889
9 83 -257.130004883 285.609985352
10 83 -192.649993896 -340.779998779
11 83 387.149993896 220.820007324
12 83 -805.140014648 -444.579986572
13 83 -1544.10998535 719.5
18 83 -431.540008545 60.7800292969
20 83 -365.269989014 -145.56010437
0 84 650.460021973 256.369995117
1 84 -745.890014648 312.200012207
2 84 -232.460006714 185.899993896
4 84 945.419921875 364.799987793
5 84 517.430114746 766.539978027
7 84 290.859985352 393.179901123
10 84 -206.050003052 -338.549987793
11 84 369.390014648 223.169998169
12 84 -822.200012207 -442.439910889
13 84 -1606.22998047 732.91998291
20 84 -375.980010986 -144.710006714
0 85 1567.60998535 107.13999939
1 85 979.810119629 -21.2700195312
2 85 751.010009766 -7.10998487473
4 85 1486.7800293 277.659912109
5 85 1192.7199707 752.260009766
8 85 821.369995117 104.13999939
12 85 -224.880004883 -565.729980469
16 85 964.819885254 309.899993896
0 86 1575.2800293 181.679901123
1 86 991.620117188 114.099998474
2 86 759.719970703 69.4000167847
3 86 1050.81994629 220.669906616
5 86 1192.69995117 808.929870605
8 86 832.560119629 218.729995728
12 86 -219.63999939 -519.409973145
17 86 -948.950012207 431.320098877
0 87 569.590087891 172.850006104
1 87 -902.130004883 159.330093384
2 87 -275.579986572 77.859992981
7 87 250.369995117 328.540008545
9 87 -312.730010986 199.490005493
11 87 336.180114746 137.809997559
0 88 745.969970703 211.75
1 88 -595.130004883 196.600006104
2 88 -182.899993896 137.009994507
4 88 1005.84002686 344.850006104
5 88 600.539978027 748.539978027
6 88 -249.270004272 113.050003052
7 88 338.880004883 366.730010986
10 88 -172.11000061 -363.410003662
11 88 409.549987793 193.070007324
12 88 -781.109985352 -467.279998779
13 88 -1460.56994629 614.299987793
18 88 -415.850006104 43.0600585938
20 88 -351.589996338 -160.919998169
0 89 679.229980469 223.699996948
1 89 -704.549987793 236.990005493
2 89 -221.529998779 148.679992676
3 89 -715.070007324 357.130004883
4 89 963.489990234 347.929901123
5 89 544.260009766 746.310119629
6 89 -341.040008545 145.470001221
7 89 304.100006104 371.980010986
9 89 -265.160003662 261.540008545
10 89 -197.600006104 -358.529998779
11 89 380.019989014 196.009994507
12 89 -811.820007324 -464.180114746
13 89 -1572.05004883 639.200012207
18 89 -436.459991455 45.3299598694
20 89 -369.689910889 -159.039993286
0 90 496.019989014 263.369995117
1 90 -1046.31994629 369.470001221
2 90 -335.920013428 184.350006104
4 90 853.639892578 361.429901123
5 90 395.170013428 747.630004883
6 90 -613.5 247.410003662
7 90 207.039993286 391.419891357
8 90 -820.530029297 372.739990234
9 90 -362 277.989990234
10 90 -273.089996338 -340.290008545
11 90 290.160003662 212.720001221
12 90 -900.390014648 -447.760009766
18 90 -499.179992676 57.6799316406
20 90 -423.130004883 -148.270004272
0 91 1539.84997559 298.590087891
1 91 915.830078125 323.399993896
2 91 718.510009766 192.690002441
3 91 968.030029297 434.640014648
5 91 1162.95996094 895.479980469
7 91 888.049987793 405.959991455
8 91 783.380004883 395.660003662
16 91 953.390014648 411.730010986
17 91 -1013.95001221 620.349975586
0 92 464.75 447.239990234
1 92 -1101.5 770.719970703
2 92 -363.869995117 404.209991455
4 92 837.469970703 464.419891357
5 92 352.200012207 881.840026855
7 92 189.259994507 522.25
8 92 -867.510009766 674.819885254
